Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
meniere's disease,Dimenhydrinate,Off Label,OTC,1 Reviews,3,5,2,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Package, 8 tablets chewable  each, is $8.49. You can buy Dramamine for Kids at the discounted price of $5.86 by using the WebMDRx coupon, a savings of 31%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Fluconazole,On Label,RX,225 Reviews,3.32,4.41,2.97,"
					Fluconazole is used to treat vaginal yeast infections. This is a generic drug. The average cash price for 1 Tablet, 150mg each of the generic (fluconazole) is $20.39. You can buy fluconazole at the discounted price of $4.04 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Fluconazole,On Label,RX,225 Reviews,3.32,4.41,2.97,"
					Fluconazole is used to treat vaginal yeast infections. This is a generic drug. The average cash price for 1 Tablet, 150mg each of the generic (fluconazole) is $20.39. You can buy fluconazole at the discounted price of $4.04 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Fluconazole,On Label,RX,168 Reviews,3.88,4.42,3.47,"
					Fluconazole is used to treat vaginal yeast infections. This is a generic drug. The average cash price for 1 Tablet, 150mg each of the generic (fluconazole) is $20.39. You can buy fluconazole at the discounted price of $4.04 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Fluconazole,On Label,RX,168 Reviews,3.88,4.42,3.47,"
					Fluconazole is used to treat vaginal yeast infections. This is a generic drug. The average cash price for 1 Tablet, 150mg each of the generic (fluconazole) is $20.39. You can buy fluconazole at the discounted price of $4.04 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,124 Reviews,2.73,3.68,2.52,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,124 Reviews,2.73,3.68,2.52,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Clotrimazole,On Label,RX,26 Reviews,2.45,3.41,2.5,"
					Clotrimazole is used to treat skin infections such as athlete's foot, jock itch, ringworm, and other fungal skin infections (candidiasis). This is a generic drug. The average cash price for 1 Tube, 30gm of 1% each of the generic (clotrimazole) is $35.99. You can buy clotrimazole at the discounted price of $9.98 by using the WebMDRx coupon, a savings of 72%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Clotrimazole,On Label,RX,10 Reviews,3,4.71,3.14,"
					Clotrimazole is used to treat skin infections such as athlete's foot, jock itch, ringworm, and other fungal skin infections (candidiasis). This is a generic drug. The average cash price for 1 Tube, 30gm of 1% each of the generic (clotrimazole) is $35.99. You can buy clotrimazole at the discounted price of $9.98 by using the WebMDRx coupon, a savings of 72%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,4 Reviews,4.5,4.5,4,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,4 Reviews,4.5,4.5,4,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,2 Reviews,5,5,5,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,1 Reviews,1,1,1,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
oral candidiasis,Nystatin,On Label,RX,1 Reviews,2,2,1,"
					Nystatin is used to treat fungal skin infections. This is a generic drug. The average cash price for 1 Tube, 30gm of 100000unit/gm each of the generic (nystatin) is $26.99. You can buy nystatin at the discounted price of $12.60 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57,"
					Azithromycin is an antibiotic (macrolide-type). This is a generic drug. The average cash price for 1 Disp Pack, 6 tablets each of the generic (azithromycin) is $32.10. You can buy azithromycin at the discounted price of $12.48 by using the WebMDRx coupon, a savings of 61%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57,"
					Azithromycin is an antibiotic (macrolide-type). This is a generic drug. The average cash price for 1 Disp Pack, 6 tablets each of the generic (azithromycin) is $32.10. You can buy azithromycin at the discounted price of $12.48 by using the WebMDRx coupon, a savings of 61%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57,"
					Azithromycin is an antibiotic (macrolide-type). This is a generic drug. The average cash price for 1 Disp Pack, 6 tablets each of the generic (azithromycin) is $32.10. You can buy azithromycin at the discounted price of $12.48 by using the WebMDRx coupon, a savings of 61%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57,"
					Azithromycin is an antibiotic (macrolide-type). This is a generic drug. The average cash price for 1 Disp Pack, 6 tablets each of the generic (azithromycin) is $32.10. You can buy azithromycin at the discounted price of $12.48 by using the WebMDRx coupon, a savings of 61%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57,"
					Azithromycin is an antibiotic (macrolide-type). This is a generic drug. The average cash price for 1 Disp Pack, 6 tablets each of the generic (azithromycin) is $32.10. You can buy azithromycin at the discounted price of $12.48 by using the WebMDRx coupon, a savings of 61%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,353 Reviews,3.04,3.37,2.34,"
					Amoxicillin is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 21 Capsule(s), 500mg  each, is $12.59. You can buy amoxicillin at the discounted price of $4.78 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,353 Reviews,3.04,3.37,2.34,"
					Amoxicillin is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 21 Capsule(s), 500mg  each, is $12.59. You can buy amoxicillin at the discounted price of $4.78 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
